	0.041667	0.000000	0.000000 
	0.125000	0.000000	0.000004 
	0.208333	0.001200	0.000136 
	0.291667	0.000000	0.001436 
	0.375000	0.007200	0.008343 
	0.458333	0.034800	0.033991 
	0.541667	0.112800	0.109450 
	0.625000	0.330000	0.298023 
	0.708333	0.747600	0.715737 
	0.791667	1.572000	1.559145 
	0.875000	3.154800	3.141567 
	0.958333	6.039600	5.938902 
